Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,Internet Service(Yes/No),Churn
0.0,0.0,0.0,0.0,0.15492958,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6587064,0.12009578,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.112676054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02139303,0.01880914,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.36619717,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.47826087,0.0,0.63134325,0.25314447,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.36619717,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6094527,0.24945188,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.70547265,0.008117933,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,0.0,0.32394364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020398006,0.050905842,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.1830986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56417906,0.1174648,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,0.0,0.4366197,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55870646,0.2605758,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.14084508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.017412946,0.022288252,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06716418,0.0007154397,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.52112675,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6189054,0.36277983,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.112676054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.014925376,0.022138242,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,1.0,0.74647886,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.47164178,0.40940458,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.39436617,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.47826087,1.0,0.5248756,0.23786062,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.6056338,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7059701,0.46404338,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.8169014,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.681592,0.59626126,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.028169014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3686567,0.020465035,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.23943661,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.47826087,1.0,0.43034822,0.123315245,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.9295774,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06815921,0.19078584,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.0,0.29577464,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3671642,0.13700093,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.45070422,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.47826087,0.0,0.15721391,0.12637317,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.056338023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01691544,0.010183476,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.014084507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01691544,0.0022328645,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7109452,0.7293446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.112676054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02139303,0.019074544,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,1.0,0.9295774,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08009951,0.19271867,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.2112676,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6636815,0.15687168,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.09859155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02437812,0.013708747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.056338023,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.24875621,0.023101777,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,0.30985913,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,1.0,0.2995025,0.12097277,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.60995024,0.0070101554,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,0.0,0.69014084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52537316,0.3953439,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.22535211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.011940315,0.040416572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.9436619,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9208955,0.86946696,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.65920395,0.0075813523,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,0.0,0.33802816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5079602,0.20705055,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9295774,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.47826087,1.0,0.3094527,0.3810928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4366197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.020895526,0.0794715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.9295774,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.47826087,1.0,0.86915416,0.81852645,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.0,0.99999994,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45970142,0.53338337,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.9859155,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8990049,0.8853104,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31492537,0.003588738,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6338028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11990048,0.15708515,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.014084507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12089552,0.006906301,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2701493,0.003069467,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.6619718,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.47826087,1.0,0.47164178,0.35493305,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.8450704,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.47826087,1.0,0.8462687,0.75000584,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.4366197,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.65572137,0.2962324,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.014084507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26069653,0.007373644,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.028169014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925376,0.0046215095,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.056338023,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6681592,0.046976693,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,0.9859155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7129353,0.729737,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.5070422,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36616915,0.23216593,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.90140843,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8542288,0.7709728,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.9295774,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.47826087,1.0,0.87910444,0.8338219,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.6760563,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666,0.4222825,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,0.69014084,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5199005,0.40016732,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.33802816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.0134328455,0.045274638,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.22535211,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47826087,1.0,0.3741293,0.106012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.8873239,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.057711437,0.17774637,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.33802816,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.47826087,1.0,0.19751243,0.109808445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.30985913,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.87711436,0.28441033,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,0.0,0.32394364,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15920399,0.093399495,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.5070422,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.81393033,0.43754327,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.28169012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5014925,0.17013615,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27412933,0.0031156242,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.12676056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57213926,0.087525964,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.07042253,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.65820897,0.062029768,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,0.7042253,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.47826087,1.0,0.7776119,0.5645338,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.12676056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022885561,0.019449573,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.07042253,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3253731,0.033325642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.6478873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71890545,0.4961401,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.8450704,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.47826087,1.0,0.6084577,0.55409074,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.7183098,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.40298504,0.3484595,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.47887322,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40995026,0.24441494,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.9859155,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.47826087,1.0,0.8701492,0.8600681,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.07042253,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37810946,0.042730212,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.6197183,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3487562,0.2628029,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.014084507,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.66965175,0.019461114,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.04225352,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5014925,0.027977154,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060198992,0.0022674822,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.04225352,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5930348,0.032356337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.7042253,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.47826087,0.0,0.41442788,0.34904224,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.8309859,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.056716427,0.17165937,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.112676054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,1.0,0.018905476,0.016720518,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.028169014,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8666666,0.03513155,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.22535211,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.77014923,0.18707593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.09859155,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6845771,0.08577198,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,0.6338028,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6243781,0.44167438,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.9436619,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6388059,0.64941156,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.35074627,0.0040041544,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.04225352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.022388056,0.006952458,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06815921,0.000726979,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.3802817,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.47826087,1.0,0.3597015,0.17283636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.53521127,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47826087,1.0,0.40149248,0.25452343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.14084508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.66218907,0.10038657,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.9859155,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42935324,0.49521697,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.014084507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02139303,0.0027809832,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.0,0.4084507,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6109453,0.2707535,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.22535211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.018905476,0.038639512,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.7605634,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7582089,0.58323336,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.80281687,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.61243784,0.52019966,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.056338023,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35771143,0.033400647,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011940315,7.5005926e-05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.112676054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5552239,0.07611932,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.35211265,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3074627,0.14060697,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.69014084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0114427805,0.11598777,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94925374,0.9420667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.5915493,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.47826087,1.0,0.8731343,0.52082855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.7746479,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07661693,0.16446458,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00845772,3.461819e-05,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,1.0,0.99999994,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.84726363,0.84858644,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,0.99999994,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8189054,0.84309953,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4929577,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7676617,0.39873067,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.056338023,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.56616914,0.043139856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.16901408,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6587064,0.11998615,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,0.0,0.6056338,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.47826087,0.0,0.70547265,0.4583372,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,0.97183096,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.47826087,1.0,0.89203984,0.8604951,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6056338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.01243782,0.094241865,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.4366197,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6736318,0.30115396,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,0.95774645,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06666668,0.19611701,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.2112676,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.40945274,0.115982,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.9436619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.01243782,0.13555852,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.2112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5144278,0.13693745,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.9436619,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.642786,0.6643954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.04225352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074626952,0.0069351494,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.0,0.35211265,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20497511,0.11612624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.39436617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12288557,0.096647814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.056338023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020895526,0.0119086085,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
